TmStamp,AirTC_Avg,RH_Max,WS_ms_Avg,SlrW_Avg,VWC_1ft_Avg,Rainfall_mm_tot
2011-09-22,16.115000000000002,75.31125,0.5710000000000001,83.854173,0.236875,3.048
2011-09-23,13.329999999999998,90.01625,0.27995833333333336,116.861221,0.23662499999999997,0.762
2011-09-24,10.506749999999998,97.48333333333335,0.2911666666666667,71.418419,0.23599999999999985,19.812
2011-09-25,13.065,99.45,0.19620833333333332,37.946483,0.23545833333333335,3.302
2011-09-26,15.823750000000002,85.54666666666667,0.8629583333333333,189.47091550000002,0.23500000000000001,19.81
2011-09-27,11.84625,96.68333333333334,0.4845833333333333,40.154700999999996,0.2357916666666665,14.223999999999998
2011-09-28,12.904583333333335,99.3875,0.3312083333333333,61.65577100000001,0.242375,14.224
2011-09-29,13.797916666666667,94.86291666666666,0.902625,124.85148349999999,0.29991666666666666,6.096
2011-09-30,10.500791666666665,87.06874999999998,2.6206666666666663,84.26095000000001,0.337,2.794
2011-10-01,7.298666666666667,80.37333333333332,1.4713333333333332,168.63812199999998,0.3538750000000001,0.0
2011-10-02,8.175875000000001,75.21249999999999,1.2080833333333334,210.59426400000004,0.3604999999999999,0.0
2011-10-03,11.040833333333332,74.84333333333335,0.7296250000000001,211.7855395,0.36291666666666655,0.0
2011-10-04,13.008833333333333,79.69125000000003,0.21541666666666662,209.14148899999995,0.36400000000000005,0.0
2011-10-05,15.13991666666667,77.76541666666667,0.25475,206.235939,0.3648333333333335,0.0
2011-10-06,16.57708333333333,77.79750000000003,0.21395833333333333,201.4998925,0.36500000000000016,0.0
2011-10-07,17.18333333333333,77.33375,0.308125,198.8848975,0.36500000000000016,0.0
2011-10-08,17.873750000000005,77.79083333333331,0.3054166666666666,200.16333949999998,0.3651250000000001,0.0
2011-10-09,18.063750000000002,76.11375,0.2745416666666667,183.746982,0.36500000000000016,0.0
2011-10-10,17.43458333333333,68.07666666666667,0.46254166666666663,186.7978095,0.36500000000000016,0.0
2011-10-11,16.752499999999998,72.53375,0.38925000000000004,188.19247349999998,0.3649583333333335,0.0
2011-10-12,15.721666666666664,79.28375,0.3944999999999999,145.19033349999998,0.36404166666666665,0.0
2011-10-13,12.93,99.37916666666666,0.2601666666666667,36.2322085,0.3636666666666665,4.318
2011-10-14,13.087083333333334,74.72458333333334,2.543416666666666,165.151462,0.3625416666666667,0.508
2011-10-15,11.3275,64.80291666666666,2.61575,177.81965999999997,0.36141666666666666,0.762
2011-10-16,9.721541666666667,84.00166666666668,0.747,42.914973499999995,0.3601666666666668,2.032
2011-10-17,10.126833333333332,56.602916666666665,1.6385416666666666,165.4129615,0.3586249999999999,0.0
2011-10-18,7.664499999999999,82.82500000000002,0.4760833333333334,35.389599,0.35737500000000005,5.588
2011-10-19,7.595166666666667,99.20833333333336,1.5199583333333333,5.3171565,0.36154166666666665,39.116
2011-10-20,6.309458333333333,97.86250000000001,3.1074166666666674,39.718868500000006,0.39658333333333323,21.082000000000004
2011-10-21,6.906166666666667,93.51083333333337,0.9050833333333334,43.118362,0.3987916666666667,0.254
2011-10-22,6.262625000000001,81.47583333333334,0.37491666666666673,158.14908649999998,0.39804166666666657,0.0
2011-10-23,10.293625,76.75624999999998,0.46241666666666653,153.3258735,0.39754166666666674,0.0
2011-10-24,11.85804166666667,77.24416666666666,1.3073750000000002,159.86336100000003,0.3970416666666668,5.08
2011-10-25,12.266041666666668,67.59124999999999,0.7017916666666668,148.53171600000005,0.3970416666666668,0.762
2011-10-26,12.189583333333333,93.81666666666668,0.9490416666666667,51.370124,0.39725000000000005,8.636
2011-10-27,6.448833333333334,88.63499999999999,1.0286666666666666,90.79843749999998,0.3979999999999999,2.54
2011-10-28,4.331333333333333,83.43708333333335,0.27266666666666667,123.137209,0.3979999999999999,0.0
2011-10-29,5.3351250000000014,82.14791666666666,0.6434583333333334,130.28486199999998,0.39770833333333333,0.0
2011-10-30,4.960916666666667,76.29958333333335,0.5270833333333335,80.5127905,0.3967916666666669,0.0
2011-10-31,7.769125000000002,76.13958333333333,0.610375,76.241632,0.3960000000000001,1.524
2011-11-01,7.137166666666668,76.77875000000002,0.4127083333333334,150.53654550000002,0.3952499999999998,0.0
2011-11-02,12.310875000000001,59.273749999999986,0.69125,126.1299255,0.39470833333333327,0.0
